aalost alost
pelecypod lamellibranch
pelew palau
pelf lucr
pellucidli perspicu
pelmet valanc
peloponnesu peloponnes
pelter delug
peludo poyou
pelvi hip
pemican pemmican
penalti punish
penanc penit
peneplain peneplan
peni phallu
penial penil
penicillamin cuprimin
penitenti penit
penman scribe
penmanship calligraphi
penn pennsylvania
penni cent
pennywhistl whistl
penolog poenolog
penoncel pennoncel
pension pensionari
pentaerythritol peritr
pentagram pentacl
pentamethylenetetrazol pentylenetetrazol
pentangular pentagon
pentateuch law
pentazocin talwin
pentecostalist pentecost
pentobarbit nembut
pentoth thiopent
pentoxifyllin trental
penuch penoch
penuchl pinochl
penultim penult
penultima penult
penuri pinch
pep peppi
peplo peplum
peplu peplum
peppercorn pepper
pepperi spici
peptidas proteinas
peradventur perhap
percentag share
perchanc perhap
perchloromethan tetrachloromethan
perci hotspur
perciform percomorphi
percipi clear
percoidean percoid
percuss pleximetri
perdicina perdicida
perdit hell
perdur undestroy
peregrin rove
peremptori domin
perenni repeat
pereskia peireskia
perfecta exacta
perfunctori pass
perfus suffus
pergola bower
pericardiac pericardi
perigon perianth
perigonium perianth
perilun periselen
perimet margin
periodontia periodont
peripatet wayfar
peripatu onychophoran
peripeteia peripetia
peripeti peripetia
periphrasi circumlocut
periphrast circumlocutori
perirhin perinas
perish spoilabl
peristalsi vermicul
perki impertin
perlech cheilosi
permeant permeat
pernicketi persnicketi
pernio chilblain
perpendicular vertic
perpendicularli sheer
perphenazin triavil
perquisit privileg
persecutor torment
persephon cora
persia iran
personifi person
perspect view
perspicac perspicaci
persuad swai
persuas view
pert impertin
pertinac persist
pertinaci dour
pertli impud
perus studi
pervas pervad
pervious penetr
pesach passov
pesah passov
pesantren pesantran
peski pester
pessari diaphragm
pessim pessimum
pest gadfli
pesthous lazaretto
pestilenti pestil
pet neck
peter tool
petiol leafstalk
petit request
petition suppliant
petrarch petrarca
petrifact petrif
petrol gasolin
petroleum crude
petrou stonelik
petticoat underskirt
pettifog quibbl
pettifoggeri spat
pettish temper
pettishli testili
petul peevish
petulantli testili
peul ful
pewit pewe
peyot mescalin
pfc perfluorocarbon
phaeton tourer
phage bacteriophag
phalacrosi bald
phalang opossum
phalguna phagun
phallic priapic
phantasmagor surrealist
phantom phantasma
pharisa pietist
pharmaci pharmaceut
pharmacist chemist
pharmacopeia formulari
pharo lighthous
phasmatida phasmida
phasmatodea phasmida
pheidia phidia
phenacetin acetphenetidin
phenaphen panadol
phenazopyridin pyridium
phenelzin nardil
phenergan promethazin
phenobarbit phenobarbiton
phenomen fantast
phenothiazin thiodiphenylamin
phentolamin vasomax
phenylacetamid acetanilid
phenylamin anilin
phenylbutazon butazolidin
phenylethylen styren
phenytoin dilantin
pheochromocytoma phaeochromocytoma
pheresi apheresi
phial ampoul
philand womanis
philander woman
philanthrop eleemosynari
philippopoli plovdiv
philologist philologu
philosophis philosoph
philtr philter
phintia pythia
phiz counten
phlebogram venogram
phlebotom phlebotomis
phloem bast
phoebu apollo
phoenicia phenicia
phonat vocal
phonei phoni
phonic phonet
phoronida phoronidea
photo photograph
photocopi xerox
photoengrav halfton
photoflash flash
photoflood flood
photogravur rotogravur
photometrician photometrist
photophobia photalgia
photoplatemak photomechan
photosensit radiosensit
phragmocon phragmacon
phraseolog phrase
phratri kinfolk
phrenet frenet
phthiru phthiriu
phthisi consumpt
phylet phylogenet
phyllida phillida
phylloclad cladod
phyllostomida phyllostomatida
phylogeni phylogenesi
physiatr physiotherapi
physiognomi counten
phytolog botani
phytologist botanist
phytonadion phylloquinon
phytophag phytophil
pi varicolour
pianofort piano
piaster piastr
pibgorn stockhorn
pic pictur
picayun petti
piccaninni picaninni
pichiciago chlamyphor
pichiciego chlamyphor
pickaninni picaninni
pickerelwe wampe
picket watch
pickl hole
picklepuss sourpuss
pickpocket dip
pickup getawai
picnic pushov
picnick picknick
picomet picometr
pictori pictur
pidlimdi tera
piebald varicolour
piecem stepwis
piedmont piemont
pieplant rhubarb
pier dock
pietism religious
pigboat sub
pigfish hogfish
piggi piglet
pigheaded stubborn
pigman swineherd
pigpen sty
pigsti sty
pigswil swill
pigwash swill
pike motorwai
pilaf pilaw
pilaff pilaw
pilari pilos
pilau pilaw
pileu cap
pilfer snitcher
pill lozeng
pillar mainstai
pillbox toqu
pillock stupid
pillowcas slip
pilothous wheelhous
pilou pilos
pimpli pimpl
pindolol visken
pine yearn
pinewe nitwe
pinfish squirrelfish
ping pink
pinhead boob
pinkey conjunct
pinko bolshi
pinnac tender
pinnacl acm
pinnatip pinnip
pinni pinafor
pinnul pinna
pinocl pinochl
pinon pinyon
pinopsida pinophytina
pinworm threadworm
pioneer trailblaz
piou devout
pious pieti
piousli devoutli
pipag pipe
pipal peepul
pipefish needlefish
piper bagpip
piperacillin pipracil
pipet pipett
pipul peepul
piquanc tang
piquantli spicili
pirana carib
piranha maraud
pirogi pirozhki
piroshki pirozhki
piroxicam felden
pisanosaur pisanosauru
piscari fisheri
pistol handgun
pitchfork fork
piteou pathet
pitfal pit
pithecellobium pithecolobium
pitilessli mercilessli
pityingli compassion
pivot swivel
pix pyx
pixil puckish
pizzaz pizzazz
pku phenylketonuria
plac placat
placatori placat
placeabl recognis
placeman placeseek
placent eutherian
placoid platelik
plagiar plagiaris
plagiarist plagiaris
plaguei plaguili
plagui plaguili
plainchant plainsong
plainspoken forthright
plaint wail
plaintiv mourn
planarian planaria
planat flatten
plangenc sonor
plank flump
planless afloat
planner devis
plantat orchard
plantsman horticulturist
plaquenil hydroxychloroquin
plasma plasm
plat plot
platelet thrombocyt
platitud commonplac
platon realism
platter disc
platyhelminth flatworm
platyrhin broadnos
platyrhinian broadnos
platyrrhin broadnos
platyrrhinian broadnos
plaudit acclam
plausiv approbatori
playact roleplai
playdai playtim
playgoer theatergo
playmat playfellow
playscript script
playth toi
plea supplic
pleader advoc
pleadingli entreatingli
pleas happi
pleasanc pleasur
pleasant sweet
pleasing tasti
plebe cadet
plebeian unwash
plectron plectrum
plenteou copiou
plenteous plentifulli
plentitud plenitud
pleonast tautolog
pleopod swimmeret
plesiosauru plesiosaur
plessimet pleximet
plessor percussor
plethor rife
pleurodynia pleuralgia
pleven plevna
plexigla plexiglass
plexor percussor
plexu rete
pliabl tensil
plianci pliant
plod trudg
ploi gambit
plonk flump
plop plunk
plosion explos
ploughland tilth
ploughman plowman
ploughshar plowshar
plowboi ploughboi
plower plowman
plowland tilth
plowwright ploughwright
ployurethan polyurethan
pluck tweak
plucki gutsi
plugger booster
plumag feather
plumat plume
plumbabl soundabl
plumbago graphit
plumberi plumb
plumbic plumbou
plumbism saturn
plumelik plumi
plumiera plumeria
plumos plume
plural pack
plush plushi
pluto aid
plutonian hadean
plutonium pu
pluviomet udomet
pluviou pluvial
plyboard plywood
plyer plier
plzen pilsen
pneumoencephalogram encephalogram
pneumon pulmon
pneumonoconiosi pneumoconiosi
po polonium
poacea graminea
poach stew
pocahonta matoaka
pocketbook wallet
pod seedpod
podgi dumpi
podicipediform colymbiform
podicipitiform colymbiform
podium soapbox
podzol podsol
poesi poetri
poetis poetiz
pogei pogi
poignant affect
poikilotherm ectotherm
poilu purloo
pointel graver
pointer cursor
pointilist pointillist
pointrel graver
pokei poki
poker salamand
pol politico
polarimet polariscop
polecat skunk
polemicis polemic
polemicist polemist
polemis polemic
polestar polari
policeman offic
polio poliomyel
politess chivalri
politician politico
politicis politic
pollard poll
pollex thumb
polliwog tadpol
pollock pollack
pollyannaish cheer
pollyfish parrotfish
pollywog tadpol
polska poland
poltroon recreant
polybotria polybotrya
polybuten polybutylen
polychet polychaet
polychromat polychrom
polydactyli hyperdactyli
polyestr polyoestr
polygam polyoic
polyhidrosi hyperhidrosi
polymox trimox
polypodial filical
polypropen polypropylen
polypu polyp
polysaccharid polyos
polysem polysemant
polythen polyethylen
polyval multival
polyzoan bryozoan
pomatum pomad
pomelo shaddock
pommi pom
pompou portent
pompous pompos
ponc pandar
pond pool
ponderos ponder
pondwe elodea
poniard bodkin
pontu ponto
pooch doggi
poof nanc
poor poverti
poorest bottom
poov nanc
pope pontiff
poppycock stuff
popsicl lolli
porc pork
porcupin hedgehog
pore stomat
porgi scup
porifer porou
poriferan parazoan
porno porn
pornographi porn
porous poros
porta open
portend predict
porter gatekeep
porthol port
porto oporto
portrai present
portrait portray
portraitist limner
portraitur portray
portsmouth pompei
poseur poser
posh classi
posi bouquet
possum opossum
postag stamp
posterboard paperboard
posterior subsequ
postilion postillion
postman mailman
postmodernist postmodern
postmort postmortem
postnat postpartum
postpaid prepaid
postscript ps
postur strength
potag pottag
potat tippl
potato tater
potbound rootbound
potenc potenti
potman potboi
potomania dipsomania
potpourri varieti
potteri claywar
potti throne
potto kinkaj
pouch sac
pouff pouf
poulet volail
poultic plaster
poultri fowl
poultryman poulter
poundag impound
poundal pdl
pounder muller
pourboir gratuiti
pouter sourpuss
powderi pulveris
powderis pulver
powderpuff puff
pox syph
pozsoni pressburg
ppp uvulopalatopharyngoplasti
practition practician
praesidium presidium
praetori praetorian
praetorium pretorium
pragu prag
praha prag
prai implor
praiseworthi applaud
praiseworthili commend
pram perambul
prankish roguish
prankster hoaxer
praseodymium pr
prat bum
prattl prate
pravachol pravastatin
praxi practic
prazosin minipress
prc china
precatori prec
precaut safeguard
precept teach
preceptor don
precess preced
preclin presymptomat
preclud forbid
preclus obviat
precoci precoc
preconcept prepossess
precondit stipul
precursori premonitori
predatori raptori
predestinationist predestinarian
predica quandari
predictor prognost
predilect prefer
predominantli preponderantli
preemi premi
preemin greatest
prefab prefabr
prefac premis
prefigur predict
pregnanc matern
prehens seiz
prehensil greedi
preindic sign
prejud discriminatori
preliminari prelud
prelon prednisolon
premedit forethought
premium bounti
premix mix
premolar bicuspid
premonit presenti
prenomin attribut
prenupti premarit
prep homework
prepack prepackag
preparatori propaedeut
prepubert prepubesc
prerequisit requir
prerog privileg
prescienc previs
preset predetermin
prestidigit conjuror
prestig prestigi
presumptu presumpt
preteen preteenag
pretermit miss
pretext pretens
pretor praetor
pretori praetorian
prettifi beautifi
preveni anticipatori
preview prevu
previous anteced
prexi presid
prici pricei
prickli splenet
prickteas vamper
prig snot
priggish prissi
prima star
primaev primordi
primal primordi
primarili princip
primat prelat
primer ground
primev primordi
primidon mysolin
primitiv cruditi
primula primros
princ gild
princedom princip
princewood salmwood
principen polycillin
printer pressman
prior anterior
prioress abbess
prioriti preced
prioritis priorit
prise pry
prison captiv
prisonbreak break
prissili primli
privat secret
prizewin champion
probationari provision
probosci trunk
proboscidian proboscidean
procardia nifedipin
proclam promulg
proconsulship proconsul
procr reproduct
procreat reproduct
prodroma prodrom
prof professor
professedli avowedli
profession professionalis
proffer suggest
profitless unprofit
profitlessli gainlessli
proflig spendthrift
profligaci prodig
profus riotou
progeni issu
progenitor primogenitor
progestogen progestin
prognath hypognath
prohibitori prohibit
prokaryot procaryot
prolactin luteotropin
prolaps prolapsu
prolat oval
prole proletarian
proletariat labor
prolificaci rich
prologis prolog
prologu prolog
prolus foreword
prom promenad
promethium pm
promontori headland
promptitud prompt
prone prostrat
prong tine
pronghorn prongbuck
pronto promptli
proof substanti
propanamid proprionamid
propanolol inder
propanon aceton
propen propylen
propeno acryl
propens procliv
proper right
properli decent
prophesi vaticin
propinqu proxim
propionaldehyd propan
propjet turboprop
proposit suggest
propoxyphen darvon
proprietari proprietorship
propuls propel
prorogu shelv
proscenium apron
proscrib prohibit
proselytis proselyt
proserpin proserpina
prosi prosaic
prosodion procession
prospici foresight
prostheon prosthion
prosthodont prosthodontia
prostigmin neostigmin
proteas proteinas
proteinuria albuminuria
protist protistan
protoactinium protactinium
protoarcheolog protoarchaeolog
protohem haemitin
protohemin hemin
protohistori protoanthropolog
protomamm therapsid
protoplast energid
prototyp paradigm
protozo protozoan
protozoon protozoan
protractedli lingeringli
protrud project
protrusil protrus
protuber promin
proturan telsontail
proud gallant
proven prove
provenc occitan
proventil ventolin
provinci peasant
provisionari provision
proviso provis
provo ira
provokingli provoc
prow fore
prowess art
prowl lurch
prowler stalker
proxi placehold
proximo prox
prozac fluoxetin
prude puritan
pruderi prudish
prurient salaci
prussia preussen
psalterium omasum
pseud shammer
pseudo shammer
pseudonym anonym
pseudoperipter peristylar
pseudopodium pseudopod
pseudoprostyl prostyl
pseudoscorpionida pseudoscorpion
pseudovariola pseudosmallpox
pseudowintera wintera
psilocybin psilocin
psilotata psilopsida
psittacosaur psittacosauru
psych soul
psychiatrist shrink
psycho psychot
psychoact psychotrop
psychoanalys psychoanalyz
psychometr psychometrika
psychometri psychometrika
psychoneurosi neurosi
psychophysiolog neuropsycholog
psychotherapi psychotherapeut
psyllid psylla
pt platinum
ptereti matteuccia
pteridospermaphyta pteridosperma
ptyalis spit
ptyaliz spit
pub pothous
pube loin
pubesc puberul
publicli public
pucka pukka
puckishli impishli
puddinghead addlebrain
pudgi dumpi
puffbal earthbal
puffer globefish
pugil box
pugnac quarrelsom
pujunan maidu
puke vomit
pule wail
pullback tieback
puller dragger
pullet frier
pullout disengag
pullul swarm
pulmonari pulmon
pulpit soapbox
pulsat quiver
pulseless breathless
puma cougar
pun paronomasia
punchayet panchayet
puncher punch
punctili meticul
punctual prompt
pundit savant
pungent nip
punit punitori
punitorili penal
punk kindl
punki punkei
pupil schoolchild
puppi pup
puppyish puppylik
purau mahagua
purblind obtus
purdah solitud
pureblood thoroughbr
purebr thoroughbr
purgat purif
purgatori purifi
puriti sinless
purplish purpl
purportedli supposedli
purpur empurpl
purpura peliosi
pursuanc quest
pursuer chaser
purview horizon
pushcart handcart
pushchair perambul
pusher zori
pushpin thumbtack
pushtun pashtun
pusli verdolaga
puss twat
pussi twat
pusslei verdolaga
pussyfoot sneak
pustul pimpl
putrifi putrefi
putsch takeov
putz tool
puzzlement bemus
puzzler mystifi
pycnot pyknot
pyemia pyaemia
pyemic pyaemic
pyknosi pycnosi
pyracanth pyracantha
pyralidida pyralida
pyrexia febril
pyridoxamin pyridox
pyridoxin pyridox
pyrogenet pyrogen
pyrosi heartburn
pyrotechni pyrotechn
pyrrhotit pyrrhotin
pytho pythia
pyxidium pyxi
qabala kabbalah
qabalah kabbalah
qabalist cryptic
qabbala cabbalah
qabbalah cabbalah
qadhafi qaddafi
qandahar kandahar
qat khat
qatari katari
qi chi
qiang qiangic
qing manchu
qintar qindarka
quaalud methaqualon
quackgrass witchgrass
quadrangl quadrilater
quadraphon quadrison
quadrason quadrison
quadriphon quadrison
quadrup quadruped
quadrupl fourfold
quadruplex fourfold
quaff swig
quag morass
quaggi boggi
quagmir morass
quahog quahaug
quail funk
qualif reserv
qualiti timber
qualm scrupl
quamash camass
quamassia camassia
quandang quantong
quantiti amount
quarryman quarrier
quartic biquadr
quat khat
quatercentenni quatercentenari
quaternari quatern
queenlik queenli
querier enquir
querul fret
quiaquia cigarfish
quibbler cavil
quicker faster
quicklim calx
quidditi haecceiti
quiesc quiet
quieten quiet
